id,truth,code
1_18_2_0_0_1_0_0,1,">@>val myImage: Drawable = ResourcesCompat.getDrawable(mContext.resources, R.drawable.my_image, null)>@>"
1_18_3_0_0_2_1_1,1,">@><set xmlns:android=""http://schemas.android.com/apk/res/android"">>@>   <objectAnimator>@>      android:duration=""3000"">@>      android:propertyName=""pathData"">@>      android:valueFrom=""M300,70 l 0,-70 70,70 0,0   -70,70z"">@>      android:valueTo=""M300,70 l 0,-70 70,0  0,140 -70,0 z"">@>      android:valueType=""pathType""/>>@></set>>@>"
26846,1,>@>//For Gradle Plugin 2.0+>@> android {>@>   defaultConfig {>@>     vectorDrawables.useSupportLibrary = true>@>    }>@> }>@>
1_18_5_0_0_2_1_0,1,>@>// Generate palette synchronously and return it>@>fun createPaletteSync(bitmap: Bitmap): Palette = Palette.from(bitmap).generate()>@>>@>// Generate palette asynchronously and use it on a different>@>// thread using onGenerated()>@>fun createPaletteAsync(bitmap: Bitmap) {>@>    Palette.from(bitmap).generate { palette ->>@>        // Use generated instance>@>    }>@>}>@>
1_18_7_0_0_5_1_0,1,">@>view.setLayerType(View.LAYER_TYPE_HARDWARE, null);>@>ObjectAnimator animator = ObjectAnimator.ofFloat(view, ""rotationY"", 180);>@>animator.addListener(new AnimatorListenerAdapter() {>@>    @Override>@>    public void onAnimationEnd(Animator animation) {>@>        view.setLayerType(View.LAYER_TYPE_NONE, null);>@>    }>@>});>@>animator.start();>@>"
1_18_8_0_0_3_2_0,1,">@>public void onDrawFrame(GL10 unused) {>@>    ...>@>    // Combine the projection and camera view matrices>@>    Matrix.multiplyMM(mMVPMatrix, 0, mProjMatrix, 0, mVMatrix, 0);>@>>@>    // Apply the combined projection and camera view transformations>@>    GLES20.glUniformMatrix4fv(muMVPMatrixHandle, 1, false, mMVPMatrix, 0);>@>>@>    // Draw objects>@>    ...>@>}>@>"
27341,1,>@>String extensions = gl.glGetString(GL10.GL_EXTENSIONS);>@>
27540,1,">@>private float[] mRotationMatrix = new float[16];>@>Override>@>public void onDrawFrame(GL10 gl) {>@>    float[] scratch = new float[16];>@>>@>    ...>@>>@>    // Create a rotation transformation for the triangle>@>    long time = SystemClock.uptimeMillis() % 4000L;>@>    float angle = 0.090f * ((int) time);>@>    Matrix.setRotateM(mRotationMatrix, 0, angle, 0, 0, -1.0f);>@>>@>    // Combine the rotation matrix with the projection and camera view>@>    // Note that the mMVPMatrix factor *must be first* in order>@>    // for the matrix multiplication product to be correct.>@>    Matrix.multiplyMM(scratch, 0, mMVPMatrix, 0, mRotationMatrix, 0);>@>>@>    // Draw triangle>@>    mTriangle.draw(scratch);>@>}>@>"
1_19_4_2_0_1_2_0,1,">@>// myMediaRouteButtonMenuItem.xml>@><?xml version=""1.0"" encoding=""utf-8""?>>@><menu xmlns:android=""http://schemas.android.com/apk/res/android"">@>      xmlns:app=""http://schemas.android.com/apk/res-auto"">@>      >>@>>@>    <item android:id=""@+id/media_route_menu_item"">@>        android:title=""@string/media_route_menu_title"">@>        app:actionProviderClass=""android.support.v7.app.MediaRouteActionProvider"">@>        app:showAsAction=""always"">@>    />>@></menu>>@>"
1_19_4_3_0_3_4_0,2,">@>class SampleMediaRouteProvider(context: Context) : MediaRouteProvider(context) {>@>>@>    init {>@>        publishRoutes()>@>    }>@>>@>    private fun publishRoutes() {>@>        val resources = context.resources>@>        val routeName: String = resources.getString(R.string.variable_volume_basic_route_name)>@>        val routeDescription: String = resources.getString(R.string.sample_route_description)>@>        // Create a route descriptor using previously created IntentFilters>@>        val routeDescriptor: MediaRouteDescriptor =>@>                MediaRouteDescriptor.Builder(VARIABLE_VOLUME_BASIC_ROUTE_ID, routeName)>@>                        .setDescription(routeDescription)>@>                        .addControlFilters(CONTROL_FILTERS_BASIC)>@>                        .setPlaybackStream(AudioManager.STREAM_MUSIC)>@>                        .setPlaybackType(MediaRouter.RouteInfo.PLAYBACK_TYPE_REMOTE)>@>                        .setVolumeHandling(MediaRouter.RouteInfo.PLAYBACK_VOLUME_VARIABLE)>@>                        .setVolumeMax(VOLUME_MAX)>@>                        .setVolume(mVolume)>@>                        .build()>@>        // Add the route descriptor to the provider descriptor>@>        val providerDescriptor: MediaRouteProviderDescriptor =>@>                MediaRouteProviderDescriptor.Builder()>@>                        .addRoute(routeDescriptor)>@>                        .build()>@>>@>        // Publish the descriptor to the framework>@>        descriptor = providerDescriptor>@>    }>@>    ...>@>}>@>"
1_19_5_0_0_2_1_0,2,">@>VolumeShaper.Configuration config =>@>  new VolumeShaper.Configuration.Builder()>@>      .setDuration(3000)>@>      .setCurve(new float[] {0.f, 1.f}, new float[] {0.f, 1.f})>@>      .setInterpolatorType(VolumeShaper.Configuration.INTERPOLATOR_TYPE_LINEAR)>@>      .build();>@>"
1_19_6_0_0_4_4_0,1,>@>public class MyService extends Service {>@>   MediaPlayer mMediaPlayer;>@>   // ...>@>>@>   @Override>@>   public void onDestroy() {>@>       super.onDestroy()>@>       if (mMediaPlayer != null) mMediaPlayer.release();>@>   }>@>}>@>
1_19_7_0_0_1_0_0,1,">@><uses-permission android:name=""android.permission.RECORD_AUDIO"" />>@>"
1_20_3_3_0_2_0_0,1,>@>public class PhotoManager {>@>    ...>@>    private PhotoManager() {>@>        ...>@>        // A queue of Runnables>@>        private final BlockingQueue<Runnable> mDecodeWorkQueue;>@>        ...>@>        // Instantiates the queue of Runnables as a LinkedBlockingQueue>@>        mDecodeWorkQueue = new LinkedBlockingQueue<Runnable>();>@>        ...>@>    }>@>    ...>@>}>@>
1_20_3_4_0_1_0_0,2,">@>public class PhotoManager {>@>    public void handleState(PhotoTask photoTask, int state) {>@>        switch (state) {>@>            // The task finished downloading the image>@>            case DOWNLOAD_COMPLETE:>@>            // Decodes the image>@>                mDecodeThreadPool.execute(>@>                        photoTask.getPhotoDecodeRunnable());>@>            ...>@>        }>@>        ...>@>    }>@>    ...>@>}>@>"
1_20_3_4_0_2_0_0,1,>@>class PhotoDecodeRunnable : Runnable {>@>>@>    // Defines the code to run for this task>@>    override fun run() {>@>        /*>@>         * Stores the current Thread in the>@>         * object that contains PhotoDecodeRunnable>@>         */>@>        mPhotoTask.setImageDecodeThread(Thread.currentThread())>@>        ...>@>    }>@>    ...>@>}>@>
1_20_3_5_0_2_3_0,1,>@>    object PhotoManager {>@>        ...>@>        private val mHandler: Handler = object : Handler(Looper.getMainLooper()) {>@>>@>            override fun handleMessage(inputMessage: Message) {>@>                // Gets the image task from the incoming Message object.>@>                val photoTask = inputMessage.obj as PhotoTask>@>                // Gets the ImageView for this task>@>                val localView: PhotoView = photoTask.getPhotoView()>@>                ...>@>                when (inputMessage.what) {>@>                    ...>@>                    TASK_COMPLETE -> localView.setImageBitmap(photoTask.image)>@>                    ...>@>                    else -> super.handleMessage(inputMessage)>@>                }>@>                ...>@>            }>@>            ...>@>        }>@>        ...>@>    ...>@>    }>@>...>@>}>@>
1_20_5_0_0_7_1_0,1,>@>public class ExampleService extends Service {>@>    int mStartMode;       // indicates how to behave if the service is killed>@>    IBinder mBinder;      // interface for clients that bind>@>    boolean mAllowRebind; // indicates whether onRebind should be used>@>>@>    @Override>@>    public void 
1_20_5_2_0_1_0_0,1,">@>public class RSSPullService extends IntentService {>@>    @Override>@>    protected void onHandleIntent(Intent workIntent) {>@>        // Gets data from the incoming Intent>@>        String dataString = workIntent.getDataString();>@>        ...>@>        // Do work here, based on the contents of dataString>@>        ...>@>    }>@>}>@>"
30032,1,">@>public class RemoteService extends Service {>@>    @Override>@>    public void onCreate() {>@>        super.onCreate();>@>    }>@>>@>    @Override>@>    public IBinder onBind(Intent intent) {>@>        // Return the interface>@>        return mBinder;>@>    }>@>>@>    private final IRemoteService.Stub mBinder = new IRemoteService.Stub() {>@>        public int getPid(){>@>            return Process.myPid();>@>        }>@>        public void basicTypes(int anInt, long aLong, boolean aBoolean,>@>            float aFloat, double aDouble, String aString) {>@>            // Does nothing>@>        }>@>    };>@>}>@>"
30334,1,"<uses-permission android:name=""android.permission.WAKE_LOCK"" />"
1_20_9_2_0_3_0_0,1,">@>PowerManager powerManager = (PowerManager) getSystemService(POWER_SERVICE);>@>WakeLock wakeLock = powerManager.newWakeLock(PowerManager.PARTIAL_WAKE_LOCK,>@>        ""MyApp::MyWakelockTag"");>@>wakeLock.acquire();>@>"
1_21_3_0_0_2_2_0,1,">@>private File getTempFile(Context context, String url) {>@>    File file;>@>    try {>@>        String fileName = Uri.parse(url).getLastPathSegment();>@>        file = File.createTempFile(fileName, null, context.getCacheDir());>@>    } catch (IOException e) {>@>        // Error while creating file>@>    }>@>    return file;>@>}>@>"
1_21_3_0_0_3_2_0,1,">@>/* Checks if external storage is available for read and write */>@>fun isExternalStorageWritable(): Boolean {>@>    return Environment.getExternalStorageState() == Environment.MEDIA_MOUNTED>@>}>@>>@>/* Checks if external storage is available to at least read */>@>fun isExternalStorageReadable(): Boolean {>@>     return Environment.getExternalStorageState() in>@>        setOf(Environment.MEDIA_MOUNTED, Environment.MEDIA_MOUNTED_READ_ONLY)>@>}>@>"
1_21_3_0_0_3_3_0,2,">@>fun getPublicAlbumStorageDir(albumName: String): File? {>@>    // Get the directory for the user's public pictures directory.>@>    val file = File(Environment.getExternalStoragePublicDirectory(>@>            Environment.DIRECTORY_PICTURES), albumName)>@>    if (!file?.mkdirs()) {>@>        Log.e(LOG_TAG, ""Directory not created"")>@>    }>@>    return file>@>}>@>"
30629,2,">@>fun getPrivateAlbumStorageDir(context: Context, albumName: String): File? {>@>    // Get the directory for the app's private pictures directory.>@>    val file = File(context.getExternalFilesDir(>@>            Environment.DIRECTORY_PICTURES), albumName)>@>    if (!file?.mkdirs()) {>@>        Log.e(LOG_TAG, ""Directory not created"")>@>    }>@>    return file>@>}>@>"
1_21_3_0_0_5_0_0,1,>@>myFile.delete()>@>
1_21_4_0_0_2_0_0,1,">@>val sharedPref = activity?.getPreferences(Context.MODE_PRIVATE) ?: return>@>with (sharedPref.edit()) {>@>    putInt(getString(R.string.saved_high_score_key), newHighScore)>@>    commit()>@>}>@>"
30786,1,">@>public class Address {>@>    public String street;>@>    public String state;>@>    public String city;>@>>@>    @ColumnInfo(name = ""post_code"")>@>    public int postCode;>@>}>@>>@>@Entity>@>public class User {>@>    @PrimaryKey>@>    public int id;>@>>@>    public String firstName;>@>>@>    "
1_21_6_2_0_1_0_0,1,">@>Intent sendIntent = new Intent();>@>sendIntent.setAction(Intent.ACTION_SEND);>@>sendIntent.putExtra(Intent.EXTRA_TEXT, ""This is my text to send."");>@>sendIntent.setType(""text/plain"");>@>startActivity(Intent.createChooser(sendIntent, getResources().getText(R.string.send_to)));>@>"
1_21_6_4_0_2_0_0,1,">@>private var mShareActionProvider: ShareActionProvider? = null>@>...>@>>@>override fun onCreateOptionsMenu(menu: Menu): Boolean {>@>    // Inflate menu resource file.>@>    menuInflater.inflate(R.menu.share_menu, menu)>@>>@>    // Locate MenuItem with ShareActionProvider>@>    menu.findItem(R.id.menu_item_share).also { menuItem ->>@>        // Fetch and store ShareActionProvider>@>        mShareActionProvider = menuItem.actionProvider as? ShareActionProvider>@>    }>@>>@>    // Return true to display menu>@>    return true>@>}>@>>@>// Call to update the share intent>@>private fun setShareIntent(shareIntent: Intent) {>@>    mShareActionProvider?.setShareIntent(shareIntent)>@>}>@>"
1_21_7_3_0_2_1_0,1,">@>class MainActivity : Activity() {>@>>@>    // The path to the root of this app's internal storage>@>    private lateinit var mPrivateRootDir: File>@>    // The path to the ""images"" subdirectory>@>    private lateinit var mImagesDir: File>@>    // Array of files in the images subdirectory>@>    private lateinit var mImageFiles: Array<File>>@>    // Array of filenames corresponding to mImageFiles>@>    private lateinit var mImageFilenames: Array<String>>@>>@>    // Initialize the Activity>@>    override fun onCreate(savedInstanceState: Bundle?) {>@>        ...>@>        // Set up an Intent to send back to apps that request a file>@>        mResultIntent = Intent(""com.example.myapp.ACTION_RETURN_FILE"")>@>        // Get the files/ subdirectory of internal storage>@>        mPrivateRootDir = filesDir>@>        // Get the files/images subdirectory;>@>        mImagesDir = File(mPrivateRootDir, ""images"")>@>        // Get the files in the images subdirectory>@>        mImageFiles = mImagesDir.listFiles()>@>        // Set the Activity's result to null to begin with>@>        setResult(Activity.RESULT_CANCELED, null)>@>        /*>@>         * Display the file names in the ListView mFileListView.>@>         * Back the ListView with the array mImageFilenames, which>@>         * you can create by iterating through mImageFiles and>@>         * calling File.getAbsolutePath() for each File>@>         */>@>        ...>@>    }>@>    ...>@>}>@>"
1_21_7_3_0_2_1_0,2,">@>public class MainActivity extends Activity {>@>    // The path to the root of this app's internal storage>@>    private File mPrivateRootDir;>@>    // The path to the ""images"" subdirectory>@>    private File mImagesDir;>@>    // Array of files in the images subdirectory>@>    File[] mImageFiles;>@>    // Array of filenames corresponding to mImageFiles>@>    String[] mImageFilenames;>@>    // Initialize the Activity>@>    @Override>@>    protected void onCreate(Bundle savedInstanceState) {>@>        ...>@>        // Set up an Intent to send back to apps that request a file>@>        mResultIntent =>@>                new Intent(""com.example.myapp.ACTION_RETURN_FILE"");>@>        // Get the files/ subdirectory of internal storage>@>        mPrivateRootDir = getFilesDir();>@>        // Get the files/images subdirectory;>@>        mImagesDir = new File(mPrivateRootDir, ""images"");>@>        // Get the files in the images subdirectory>@>        mImageFiles = mImagesDir.listFiles();>@>        // Set the Activity's result to null to begin with>@>        setResult(Activity.RESULT_CANCELED, null);>@>        /*>@>         * Display the file names in the ListView mFileListView.>@>         * Back the ListView with the array mImageFilenames, which>@>         * you can create by iterating through mImageFiles and>@>         * calling File.getAbsolutePath() for each File>@>         */>@>         ...>@>    }>@>    ...>@>}>@>"
1_21_8_2_0_1_2_0,1,">@><uses-feature>@>    android:name=""android.hardware.nfc"">@>    android:required=""true"" />"
31313,2,>@>    ...>@>    fun handleFileUri(beamUri: Uri): File? =>@>            // Get the path part of the URI>@>            beamUri.path.let { fileName ->>@>                // Create a File object for this filename>@>                File(fileName)>@>                        // Get the file's parent directory>@>                        .parentFile>@>            }>@>    ...>@>
1_21_8_3_0_3_3_0,2,">@>    ...>@>    public String handleContentUri(Uri beamUri) {>@>        // Position of the filename in the query Cursor>@>        int filenameIndex;>@>        // File object for the filename>@>        File copiedFile;>@>        // The filename stored in MediaStore>@>        String fileName;>@>        // Test the authority of the URI>@>        if (!TextUtils.equals(beamUri.getAuthority(), MediaStore.AUTHORITY)) {>@>            /*>@>             * Handle content URIs for other content providers>@>             */>@>        // For a MediaStore content URI>@>        } else {>@>            // Get the column that contains the file name>@>            String[] projection = { MediaStore.MediaColumns.DATA };>@>            Cursor pathCursor =>@>                    getContentResolver().query(beamUri, projection,>@>                    null, null, null);>@>            // Check for a valid cursor>@>            if (pathCursor != null &&>@>                    pathCursor.moveToFirst()) {>@>                // Get the column index in the Cursor>@>                filenameIndex = pathCursor.getColumnIndex(>@>                        MediaStore.MediaColumns.DATA);>@>                // Get the full file name including path>@>                fileName = pathCursor.getString(filenameIndex);>@>                // Create a File object for the filename>@>                copiedFile = new File(fileName);>@>                // Return the parent directory of the file>@>                return copiedFile.getParentFile();>@>             } else {>@>                // The query didn't work; return null>@>                return null;>@>             }>@>        }>@>    }>@>    ...>@>"
31670,1,>@>// Sets the selection argument to the user's input>@>selectionArgs[0] = mUserInput;>@>
1_21_10_2_0_8_0_0,1,>@>content://com.example.trains/Line1>@>
31953,2,">@>public class ExampleProvider extends ContentProvider {>@>...>@>    // Creates a UriMatcher object.>@>    private static final UriMatcher uriMatcher = new UriMatcher(UriMatcher.NO_MATCH);>@>>@>    static {>@>        /*>@>         * The calls to addURI() go here, for all of the content URI patterns that the provider>@>         * should recognize. For this snippet, only the calls for table 3 are shown.>@>         */>@>>@>        /*>@>         * Sets the integer value for multiple rows in table 3 to 1. Notice that no wildcard is used>@>         * in the path>@>         */>@>        uriMatcher.addURI(""com.example.app.provider"", ""table3"", 1);>@>>@>        /*>@>         * Sets the code for a single row to 2. In this case, the ""#"" wildcard is>@>         * used. ""content://com.example.app.provider/table3/3"" matches, but>@>         * ""content://com.example.app.provider/table3 doesn't.>@>         */>@>        uriMatcher.addURI(""com.example.app.provider"", ""table3/#"", 2);>@>    }>@>...>@>    // Implements ContentProvider.query()>@>    public Cursor query(>@>        Uri uri,>@>        String[] projection,>@>        String selection,>@>        String[] selectionArgs,>@>        String sortOrder) {>@>...>@>        /*>@>         * Choose the table to query and a sort order based on the code returned for the incoming>@>         * URI. Here, too, only the statements for table 3 are shown.>@>         */>@>        switch (uriMatcher.match(uri)) {>@>>@>>@>            // If the incoming URI was for all of table3>@>            case 1:>@>>@>                if (TextUtils.isEmpty(sortOrder)) sortOrder = ""_ID ASC"";>@>                break;>@>>@>            // If the incoming URI was for a single row>@>            case 2:>@>>@>                /*>@>                 * Because this URI was for a single row, the _ID value part is>@>                 * present. Get the last path segment from the URI; this is the _ID value.>@>                 * Then, append the value to the WHERE clause for the query>@>                 */>@>                selection = selection + ""_ID = "" + uri.getLastPathSegment();>@>                break;>@>>@>            default:>@>            ...>@>                // If the URI is not recognized, you should do some error handling here.>@>        }>@>        // call the code to actually do the query>@>    }>@>"
1_21_10_4_0_3_9_0,2,">@>private boolean isVirtualFile(Uri uri) {>@>    if (!DocumentsContract.isDocumentUri(this, uri)) {>@>        return false;>@>    }>@>>@>    Cursor cursor = getContentResolver().query(>@>        uri,>@>        new String[] { DocumentsContract.Document.COLUMN_FLAGS },>@>        null, null, null);>@>>@>    int flags = 0;>@>    if (cursor.moveToFirst()) {>@>        flags = cursor.getInt(0);>@>    }>@>    cursor.close();>@>>@>    return (flags & DocumentsContract.Document.FLAG_VIRTUAL_DOCUMENT) != 0;>@>}>@>"
1_21_10_5_0_2_0_0,2,"private static final String[] DEFAULT_ROOT_PROJECTION =>@>        new String[]{Root.COLUMN_ROOT_ID, Root.COLUMN_MIME_TYPES,>@>        Root.COLUMN_FLAGS, Root.COLUMN_ICON, Root.COLUMN_TITLE,>@>        Root.COLUMN_SUMMARY, Root.COLUMN_DOCUMENT_ID,>@>        Root.COLUMN_AVAILABLE_BYTES,};>@>private static final String[] DEFAULT_DOCUMENT_PROJECTION = new>@>        String[]{Document.COLUMN_DOCUMENT_ID, Document.COLUMN_MIME_TYPE,>@>        Document.COLUMN_DISPLAY_NAME, Document.COLUMN_LAST_MODIFIED,>@>        Document.COLUMN_FLAGS, Document.COLUMN_SIZE,};>@>"
1_21_10_5_0_3_2_0,1,"@Override>@>public Cursor queryChildDocuments(String parentDocumentId, String[] projection,>@>                              String sortOrder) throws FileNotFoundException {>@>>@>    final MatrixCursor result = new>@>            MatrixCursor(resolveDocumentProjection(projection));>@>    final File parent = getFileForDocId(parentDocumentId);>@>    for (File file : parent.listFiles()) {>@>        // Adds the file's display name, MIME type, size, and so on.>@>        includeFile(result, null, file);>@>    }>@>    return result;>@>}>@>"
1_22_3_2_0_1_2_0,1,">@><TextView>@>    android:layout_width=""match_parent"">@>    android:layout_height=""wrap_content"">@>    "
1_4_3_1_0_5_0_4,1,>@>$ adb shell settings get global autofill_compat_mode_allowed_packages>@>
1_22_4_0_0_4_1_0,1,">@>long calID = 3;>@>long startMillis = 0;>@>long endMillis = 0;>@>Calendar beginTime = Calendar.getInstance();>@>beginTime.set(2012, 9, 14, 7, 30);>@>startMillis = beginTime.getTimeInMillis();>@>Calendar endTime = Calendar.getInstance();>@>endTime.set(2012, 9, 14, 8, 45);>@>endMillis = endTime.getTimeInMillis();>@>...>@>>@>ContentResolver cr = getContentResolver();>@>ContentValues values = new ContentValues();>@>values.put(Events.DTSTART, startMillis);>@>values.put(Events.DTEND, endMillis);>@>values.put(Events.TITLE, ""Jazzercise"");>@>values.put(Events.DESCRIPTION, ""Group workout"");>@>values.put(Events.CALENDAR_ID, calID);>@>values.put(Events.EVENT_TIMEZONE, ""America/Los_Angeles"");>@>Uri uri = cr.insert(Events.CONTENT_URI, values);>@>>@>// get the event ID that is the last element in the Uri>@>long eventID = Long.parseLong(uri.getLastPathSegment());>@>//>@>// ... do something with event ID>@>//>@>//"
1_22_4_0_0_8_2_0,1,"long eventID = 208;>@>Uri uri = ContentUris.withAppendedId(Events.CONTENT_URI, eventID);>@>Intent intent = new Intent(Intent.ACTION_EDIT)>@>    .setData(uri)>@>    .putExtra(Events.TITLE, ""My New Title"");>@>startActivity(intent);"
34001,1,">@>    <uses-permission android:name=""android.permission.READ_CONTACTS"" />>@>"
1_22_5_4_0_1_1_0,1,">@>/* Assumes EditText fields in your UI contain an email address>@> * and a phone number.>@> *>@> */>@>private EditText mEmailAddress = (EditText) findViewById(R.id.email);>@>private EditText mPhoneNumber = (EditText) findViewById(R.id.phone);>@>...>@>/*>@> * Inserts new data into the Intent. This data is passed to the>@> * contacts app's Insert screen>@> */>@>// Inserts an email address>@>intent.putExtra(Intents.Insert.EMAIL, mEmailAddress.getText())>@>/*>@> * In this example, sets the email type to be a work email.>@> * You can set other email types as necessary.>@> */>@>      .putExtra(Intents.Insert.EMAIL_TYPE, CommonDataKinds.Email.TYPE_WORK)>@>// Inserts a phone number>@>      .putExtra(Intents.Insert.PHONE, mPhoneNumber.getText())>@>/*>@> * In this example, sets the phone type to be a work phone.>@> * You can set other phone types as necessary.>@> */>@>      .putExtra(Intents.Insert.PHONE_TYPE, Phone.TYPE_WORK);>@>>@>"
1_22_5_4_0_2_2_0,1,">@>    // Sets the special extended data for navigation>@>    editIntent.putExtra(""finishActivityOnSaveCompleted"", true);>@>"
1_22_7_3_0_6_0_0,2,>@>PackageInfo info;>@>try {>@>    String name = 
1_22_7_3_1_4_2_0,2,>@>try {>@>    synchronized (MyActivity.sDataLock) {>@>        File dataFile = new File(
1_22_7_4_0_6_0_0,1,>@>I/BackupManagerService: Full backup not currently possible -- key/value backup not yet run?>@>
1_22_7_4_0_6_0_0,1,>@>01-31 14:32:45.698 17280 17292 I Backup: [GmsBackupTransport] Try to backup for an uninitialized backup account.>@>01-31 14:32:45.699  1043 18255 W PFTBT: Transport failed; aborting backup: -1001>@>01-31 14:32:45.699  1043 18255 I PFTBT: Full backup completed with status: -1000>@>
35136,1,">@><manifest ... >>@>    <uses-permission android:name=""android.permission.GET_ACCOUNTS"" />>@>    ...>@></manifest>>@>"
1_22_9_3_0_2_0_0,1,">@>AccountManager am = AccountManager.get(this);>@>Bundle options = new Bundle();>@>>@>am.getAuthToken(>@>    myAccount_,                     // Account retrieved using getAccountsByType()>@>    ""Manage your tasks"",            // Auth scope>@>    options,                        // Authenticator-specific options>@>    this,                           // Your activity>@>    new OnTokenAcquired(),          // Callback called when a token is successfully acquired>@>    new Handler(new OnError()));    // Callback called if an error occurs>@>"
1_23_3_0_0_4_0_0,1,>@>fusedLocationClient.lastLocation>@>        .addOnSuccessListener { location : Location? ->>@>            // Got last known location. In some rare situations this can be null.>@>        }>@>
1_23_3_0_0_4_0_0,1,">@>mFusedLocationClient.getLastLocation()>@>        .addOnSuccessListener(this, new OnSuccessListener<Location>() {>@>            @Override>@>            public void onSuccess(Location location) {>@>                // Got last known location. In some rare situations this can be null.>@>                if (location != null) {>@>                    // Logic to handle location object>@>                }>@>            }>@>        });>@>"
35533,1,>@>@Override>@>protected void onResume() {>@>    super.onResume();>@>    if (mRequestingLocationUpdates) {>@>        startLocationUpdates();>@>    }>@>}>@>
35574,1,">@><manifest xmlns:android=""http://schemas.android.com/apk/res/android"">@>    package=""com.google.android.gms.location.sample.locationaddress"" >>@>    <application>@>        ...>@>        <service>@>            android:name="".FetchAddressIntentService"">@>            android:exported=""false""/>>@>    </application>>@>    ...>@></manifest>>@>"
1_23_6_0_0_3_0_0,1,">@>public class MainActivity extends AppCompatActivity implements>@>        ConnectionCallbacks, OnConnectionFailedListener {>@>>@>    protected Location mLastLocation;>@>    private AddressResultReceiver mResultReceiver;>@>>@>    // ...>@>>@>    protected void startIntentService() {>@>        Intent intent = new Intent(this, FetchAddressIntentService.class);>@>        intent.putExtra(Constants.RECEIVER, mResultReceiver);>@>        intent.putExtra(Constants.LOCATION_DATA_EXTRA, mLastLocation);>@>        startService(intent);>@>    }>@>}>@>"
1_23_6_0_0_3_0_0,1,">@>private void fetchAddressButtonHander(View view) {>@>    mFusedLocationClient.getLastLocation()>@>            .addOnSuccessListener(this, new OnSuccessListener<Location>() {>@>                @Override>@>                public void onSuccess(Location location) {>@>                    mLastKnownLocation = location;>@>>@>                    // In some rare cases the location returned can be null>@>                    if (mLastKnownLocation == null) {>@>                        return;>@>                    }>@>>@>                    if (!Geocoder.isPresent()) {>@>                        Toast.makeText(MainActivity.this,>@>                                R.string.no_geocoder_available,>@>                                Toast.LENGTH_LONG).show();>@>                        return;>@>                    }>@>>@>                    // Start service and update UI to reflect new location>@>                    startIntentService();>@>                    updateUI();>@>                }>@>            });>@>    }>@>"
35649,1,">@><uses-permission android:name=""android.permission.ACCESS_FINE_LOCATION""/>>@>"
35689,1,>@>geofencingClient?.removeGeofences(geofencePendingIntent)?.run {>@>    addOnSuccessListener {>@>        // Geofences removed>@>        // ...>@>    }>@>    addOnFailureListener {>@>        // Failed to remove geofences>@>        // ...>@>    }>@>}>@>
35689,1,">@>mGeofencingClient.removeGeofences(getGeofencePendingIntent())>@>        .addOnSuccessListener(this, new OnSuccessListener<Void>() {>@>            @Override>@>            public void onSuccess(Void aVoid) {>@>                // Geofences removed>@>                // ...>@>            }>@>        })>@>        .addOnFailureListener(this, new OnFailureListener() {>@>            @Override>@>            public void onFailure(@NonNull Exception e) {>@>                // Failed to remove geofences>@>                // ...>@>            }>@>        });>@>"
